	Row.names	c1	c2	adj.P.Val	V2
1	wgEncodeHaibTfbsGm12878Runx3sc101553V0422111PkRep2	0.000629214096871648	0.822710852395311	0.000166553951552999	GM12878 RUNX3 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
2	wgEncodeSydhTfbsGm18951NfkbTnfaIggrabPk	0.00852898066635392	0.91862427259558	0.000223111386039291	GM18951 NFKB IgG-rab TNFa ChIP-seq Peaks from ENCODE/SYDH
3	wgEncodeHaibTfbsGm12878Foxm1sc502V0422111PkRep1	0.00116698615668434	0.689383108324775	0.000223111386039291	GM12878 FOXM1 v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
4	wgEncodeSydhTfbsGm19099NfkbTnfaIggrabPk	0.00890341781900035	0.967331148726202	0.000223111386039291	GM19099 NFKB IgG-rab TNFa ChIP-seq Peaks from ENCODE/SYDH
5	wgEncodeHaibTfbsGm12878Pmlsc71910V0422111PkRep2	0.000147885748059124	0.610698348497005	0.000292943331236212	GM12878 PML v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
6	wgEncodeHaibTfbsGm12878Atf2sc81188V0422111PkRep1	0.000833235556579009	0.83757322143309	0.000292943331236212	GM12878 ATF2 v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
7	wgEncodeHaibTfbsGm12878Stat5asc74442V0422111PkRep1	0.00395697394751035	0.942038361391304	0.000390578509616643	GM12878 STAT5A v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
8	wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1	6.7670522840281e-05	0.419189008907159	0.000410395472601754	GM12878 NFIC v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
9	wgEncodeHaibTfbsGm12878Stat5asc74442V0422111PkRep2	0.000598951310057637	0.626557189281773	0.000410395472601754	GM12878 STAT5A v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
10	wgEncodeHaibTfbsGm12878Atf2sc81188V0422111PkRep2	0.00314669714384848	0.708235770854618	0.000410395472601754	GM12878 ATF2 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
11	wgEncodeSydhTfbsGm19193NfkbTnfaIggrabPk	0.00579214100447549	0.978176928647548	0.000693973989531996	GM19193 NFKB IgG-rab TNFa ChIP-seq Peaks from ENCODE/SYDH
12	wgEncodeHaibTfbsGm12878Bclaf101388V0416101PkRep2	0.00802830819097917	0.603578331451536	0.000733878805107689	GM12878 BCLAF1 v041610.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
13	wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep2	2.01143401886556e-05	0.600856591949802	0.000968576648142725	GM12878 MTA3 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
14	wgEncodeHaibTfbsGm12878Mta3sc81325V0422111PkRep1	0.000338992512047425	0.721399077835455	0.000968576648142725	GM12878 MTA3 v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
15	wgEncodeAwgTfbsHaibGm12878Pol24h8Pcr1xUniPk	0.0049769061767059	-0.979517544297053	0.00123570894938828	GM12878 TFBS Uniform Peaks of Pol2-4H8 from ENCODE/HudsonAlpha/Analysis
16	wgEncodeSydhTfbsGm12878Chd2ab68301IggmusPk	0.00752462842799906	0.899592934153192	0.00142276738623163	GM12878 CHD2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
17	wgEncodeHaibTfbsGm12878Runx3sc101553V0422111PkRep1	0.000717958014251388	0.569794217879477	0.00150355832034986	GM12878 RUNX3 v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
18	wgEncodeSydhTfbsGm12878P300bStdPk	0.00160879411817117	0.555422983459727	0.00155684568698557	GM12878 p300 SC584 Standard ChIP-seq Peaks from ENCODE/SYDH
19	wgEncodeSydhTfbsGm12878MaxIggmusPk	0.00901027544962921	0.830427358879621	0.00166186648984911	GM12878 Max IgG-mus ChIP-seq Peaks from ENCODE/SYDH
20	wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep2	9.58437724270866e-05	0.583034566949076	0.00183139829329609	GM12878 NFATC1 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
21	wgEncodeHaibTfbsGm12878Pol2Pcr2xPkRep1	0.00123770578668001	0.619232565098104	0.00250316407049818	GM12878 Pol2 PCR2x ChIP-seq Peaks Rep 1 from ENCODE/HAIB
22	wgEncodeSydhTfbsGm19193Pol2IggmusPk	0.0017585132377892	0.544866854064372	0.002615383351932	GM19193 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
23	wgEncodeSydhTfbsGm12878TbpIggmusPk	0.00841432082397681	0.772224242487369	0.00292396823144464	GM12878 TBP IgG-mus ChIP-seq Peaks from ENCODE/SYDH
24	wgEncodeSydhTfbsGm12878Ebf1sc137065StdPk	0.00134342695692764	0.978254535465853	0.00292396823144464	GM12878 EBF1 Standard ChIP-seq Peaks from ENCODE/SYDH
25	wgEncodeSydhTfbsGm12892Pol2IggmusPk	0.00219515912645659	0.936918327976755	0.003425317149793	GM12892 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
26	wgEncodeHaibTfbsGm12891Pol24h8Pcr1xPkRep2	0.000221847363445015	0.595951780251606	0.003425317149793	GM12891 Pol2-4H8 PCR1x ChIP-seq Peaks Rep 2 from ENCODE/HAIB
27	wgEncodeHaibTfbsGm12891Pol24h8Pcr1xPkRep1	0.00182854625280902	0.611203650441726	0.00363075576099615	GM12891 Pol2-4H8 PCR1x ChIP-seq Peaks Rep 1 from ENCODE/HAIB
28	wgEncodeSydhTfbsGm12878Bhlhe40cIggmusPk	0.00274349062641438	0.596102955180663	0.0042496755055322	GM12878 BHLHE40 NB100 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
29	wgEncodeHaibTfbsGm12878Bclaf101388V0416101PkRep1	0.000277940718732618	0.841825536925654	0.00435004350565279	GM12878 BCLAF1 v041610.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
30	wgEncodeHaibTfbsGm12892Pol24h8V0416102PkRep2	0.000366592340072467	0.473799017109432	0.00447148315774971	GM12892 Pol2-4H8 v041610.2 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
31	wgEncodeSydhTfbsGm18505Pol2IggmusPk	0.000211397196169211	0.746851448649805	0.00565257047024836	GM18505 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
32	wgEncodeSydhTfbsGm19099Pol2IggmusPk	0.00663368104437627	0.82340318654814	0.00597705437571301	GM19099 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
33	wgEncodeSydhTfbsGm12878Pol2StdPk	0.00662603394376682	-0.992128547933529	0.0062522865787512	GM12878 Pol2 Standard ChIP-seq Peaks from ENCODE/SYDH
34	wgEncodeSydhTfbsGm12878Tblr1ab24550IggmusPk	0.0013936067753159	0.821066563298355	0.0064251507509294	GM12878 TBLR1 AB24550 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
35	wgEncodeSydhTfbsGm12878Pol2s2IggmusPk	0.000323882334030579	0.591239517655986	0.00697206414558298	GM12878 Pol2 S2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
36	wgEncodeSydhTfbsGm12878Pol2IggmusPk	9.77398155944506e-06	0.77036224661762	0.00786993886278963	GM12878 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
37	wgEncodeSydhTfbsGm15510Pol2IggmusPk	0.00269734316745702	0.720539361069304	0.00881019428427086	GM15510 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
38	wgEncodeSydhTfbsGm12878Chd1a301218aIggmusPk	0.00015940286248272	0.722295492443834	0.00900037062190724	GM12878 CHD1 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
39	wgEncodeHaibTfbsGm12878Pol2Pcr2xPkRep2	0.00244516550163699	0.611710756594122	0.00903009029639226	GM12878 Pol2 PCR2x ChIP-seq Peaks Rep 2 from ENCODE/HAIB
40	wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep1	0.00462827457269501	0.904432865009163	0.00903009029639226	GM12878 NFATC1 v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
41	wgEncodeHaibTfbsGm12892Pol2V0416102PkRep2	0.00708906576088919	0.656736243049566	0.00959874601560567	GM12892 Pol2 v041610.2 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
42	wgEncodeHaibTfbsGm12892Pol2V0416102PkRep1	0.000144642458555561	0.554894811401639	0.00988332848245222	GM12892 Pol2 v041610.2 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
43	wgEncodeHaibTfbsGm12891Pol2Pcr1xPkRep2	0.00164412352981525	0.47509161164746	0.0105905823718363	GM12891 Pol2 PCR1x ChIP-seq Peaks Rep 2 from ENCODE/HAIB
44	wgEncodeSydhTfbsGm12878WhipIggmusPk	0.000411414481314374	-0.863764524853566	0.0114383061311334	GM12878 WHIP IgG-mus ChIP-seq Peaks from ENCODE/SYDH
45	wgEncodeHaibTfbsGm12892Pol24h8V0416102PkRep1	0.000361279083700045	0.334934737150397	0.0129855438392865	GM12892 Pol2-4H8 v041610.2 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
46	wgEncodeSydhTfbsGm12878P300IggmusPk	0.00717822267164924	0.453782028194157	0.0137005675784425	GM12878 p300 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
47	wgEncodeSydhTfbsGm18951Pol2IggmusPk	0.00590148653716673	0.608121703241456	0.018179838557504	GM18951 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
48	wgEncodeSydhTfbsGm12878Cdpsc6327IggmusPk	0.00493237092143322	0.753422989950277	0.0297585888314314	GM12878 CDP (SC-6327) IgG-mus ChIP-seq Peaks from ENCODE/SYDH
49	wgEncodeSydhTfbsGm12878Mxi1IggmusPk	0.00529840478846579	0.900193150758155	0.0390115816616148	GM12878 Mxi1 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
50	wgEncodeSydhTfbsGm10847NfkbTnfaIggrabPk	0.00111723294254783	-0.893874719065488	0.0525458134222518	GM10847 NFKB IgG-rab TNFa ChIP-seq Peaks from ENCODE/SYDH
51	wgEncodeSydhTfbsGm18505NfkbTnfaIggrabPk	3.59379668184554e-06	0.904102420367179	0.0548752773515048	GM18505 NFKB IgG-rab TNFa ChIP-seq Peaks from ENCODE/SYDH
52	wgEncodeSydhTfbsGm12891Pol2IggmusPk	6.28614361657556e-05	0.539688078711777	0.0606219282638712	GM12891 Pol2 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
53	wgEncodeSydhTfbsRajiPol2UcdPk	0.000506693131994832	0.531155159686932	0.0609737703531667	Raji Pol2 UC Davis ChIP-seq Peaks from ENCODE/SYDH
54	wgEncodeHaibTfbsGm12878Pol24h8Pcr1xPkRep1	0.00020278631811302	0.938085318631436	0.0837221228455189	GM12878 Pol2-4H8 PCR1x ChIP-seq Peaks Rep 1 from ENCODE/HAIB
	Row.names	c1	c3	adj.P.Val	V2
1	wgEncodeHaibTfbsGm12878Runx3sc101553V0422111PkRep2	0.000629214096871648	-0.319887514480856	1.52546399130232e-06	GM12878 RUNX3 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
2	wgEncodeHaibTfbsGm12878Foxm1sc502V0422111PkRep1	0.00116698615668434	-0.237789646441632	1.97754072695467e-06	GM12878 FOXM1 v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
3	wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1	6.7670522840281e-05	-0.134671446327502	3.87774291385981e-06	GM12878 NFIC v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
4	wgEncodeSydhTfbsGm18951NfkbTnfaIggrabPk	0.00852898066635392	-0.62890166776188	5.78074876168095e-06	GM18951 NFKB IgG-rab TNFa ChIP-seq Peaks from ENCODE/SYDH
5	wgEncodeHaibTfbsGm12878Pmlsc71910V0422111PkRep2	0.000147885748059124	-0.319807251345439	8.17279617209247e-06	GM12878 PML v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
6	wgEncodeHaibTfbsGm12878Atf2sc81188V0422111PkRep2	0.00314669714384848	-0.381178086829021	8.60471978717884e-06	GM12878 ATF2 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
